"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mr88","mr89","mr90","mr91"
"147","RAP1GAP",442.664060367885,-1.61759112885759,0.1190051462358,-13.5926149416468,4.42966673976524e-42,3.84657795463287e-40,234.035725856066,201.66092063106,672.883552262987,662.076042721427
"148","WIPI1",521.210750485299,-1.43736105813905,0.105919623686175,-13.5702998945479,6.00757346428944e-42,5.18153211294964e-40,280.059487844497,282.144427071259,755.915657269797,766.723429755643
"149","MYO6",7179.82196737072,-0.40315353940951,0.0297122308052231,-13.5686055366344,6.14805622973528e-42,5.26710991762221e-40,6094.72116204249,6269.57472078538,8280.56538113377,8074.42660552125
"150","C19orf48",2947.76368136944,-0.596397267788566,0.04454792456078,-13.387767750546,7.12913397348534e-41,6.06689301143602e-39,2287.47889372289,2405.46210259471,3538.03034451099,3560.08338464918
"151","TMED10",3816.59676112314,-0.531100169213008,0.0397167181047401,-13.3722068327096,8.78938728312181e-41,7.43023368669205e-39,3166.82651639547,3077.3637350112,4596.95926810435,4425.23752498156
"152","ADGRG6",626.325333751788,1.38399072059817,0.10474728157706,13.2126648039072,7.41520426381766e-40,6.22730805444951e-38,970.415917670968,841.007426847022,362.321912756993,331.55607773217
"153","CTBS",891.610472456461,-1.0972487491857,0.0832380257370533,-13.1820611970288,1.11307601065224e-39,9.28654593201035e-38,539.555167140972,595.939671281922,1169.99784327779,1260.94920812516
"154","ARL1",1524.34601584706,-0.789578337282325,0.0599661667654757,-13.167063693938,1.35776303480338e-39,1.12544448956267e-37,1109.46643261474,1124.96047204053,1939.9319078864,1923.02525084659
"155","AMACR",581.764168988932,-1.3499775642604,0.10254629927723,-13.1645663839198,1.40341028630875e-39,1.1557762777246e-37,330.979394725315,324.646952944173,877.767967214857,793.662361071382
"156","STK39",4097.6147548386,-0.488422234059434,0.0371287687616221,-13.1548190352137,1.59665319790701e-39,1.3064921840566e-37,3386.17380757438,3434.5658141559,4767.33683422222,4802.3825634019
"157","HSPB1",2093.69501158843,0.687572487275897,0.052353666945552,13.1332249943633,2.12413917145525e-39,1.72704691233289e-37,2549.91225995479,2616.16611383703,1636.91864156284,1571.78303099907
"158","ANKH",2704.35029737743,-0.644049238555964,0.0492458875017557,-13.0782339648768,4.3851009436897e-39,3.5427730092531e-37,2118.07228044632,2102.51856711755,3436.66647606112,3160.14386588474
"159","NUCB2",1112.83239569262,-0.972607925662712,0.0748143091198494,-13.0002928197149,1.21875735575233e-38,9.7845519787286e-37,704.065635525153,797.600591912982,1451.4443290801,1498.21902625224
"160","MBOAT2",3860.45636989682,-0.51707743340268,0.0398821231439541,-12.9651430927159,1.92870151064586e-38,1.53874217396215e-36,3252.01943752299,3100.87577060047,4607.74265836497,4481.18761309886
"161","PIK3R1",602.970987835802,1.27618575325673,0.09847687865855,12.9592425210964,2.08294192409375e-38,1.65147538267433e-36,847.033066382833,859.997917130665,351.538522496368,353.314445333344
"162","UGT2B15",429.547729570559,-1.52900171420483,0.119382946006722,-12.8075388097621,1.48779006503805e-37,1.17232346791424e-35,206.617314458703,235.120355892716,634.063347324737,642.389900606079
"163","FAM65B",217.694413025475,2.33986153552509,0.183575953492785,12.7460132495897,3.28100017469895e-37,2.56944584233325e-35,356.439348165724,370.76671506159,67.9353586419361,75.6362302326513
"164","FBXW2",1341.4090228145,-0.821804486970739,0.0646163812440562,-12.7182066087357,4.68489425222403e-37,3.64650458107559e-35,952.789796058378,985.696876627155,1685.44389773565,1741.70552083681
"165","THYN1",656.891803816483,-1.18268075755245,0.0930642357747663,-12.708219733462,5.32325381689591e-37,4.11826272561675e-35,393.65004934786,409.652004690001,917.666511179169,906.598650048902
"166","RBM47",1778.42914317572,-0.763028596453332,0.0601484696744578,-12.6857524486172,7.09293867460967e-37,5.45429892658991e-35,1359.16982212644,1279.59732149305,2142.65964478614,2332.28978429723
"167","ELL2",2891.87861581198,-0.576854068158076,0.0455024618593162,-12.6774254531894,7.88804220175716e-37,6.02939273685211e-35,2352.10800630239,2291.51916089285,3375.20115157556,3548.68614447713
"168","MCM4",579.860701381562,1.27522325392838,0.101230074225149,12.5972766857023,2.18561263615365e-36,1.66067531550603e-34,803.946991329834,837.390190602519,329.971741975118,348.133881618778
"169","USP33",1350.11003117063,-0.807371506313496,0.0640963705715335,-12.5962125330083,2.21529256284543e-36,1.67326683814923e-34,976.291291541832,987.505494749407,1689.7572538399,1746.88608455137
"170","ARHGAP28",245.364432404917,2.11765748713136,0.168305580885019,12.5822178682125,2.64498226030628e-36,1.98607050310645e-34,404.42156811111,393.374441589736,86.2671220849983,97.3945978338249
"171","SLC43A1",1097.45623132475,-0.90272572329763,0.0720936265086953,-12.5215746108812,5.6895102443307e-36,4.24716948940827e-34,783.383182781811,746.959284489936,1397.52737777697,1461.95508025029
"172","TMBIM6",7279.49548165582,-0.370275882892266,0.0296036742798797,-12.5077677652982,6.7700054913417e-36,5.02436744749865e-34,6223.97938720149,6474.85287766094,8225.57009080459,8193.57957095625
"173","HNRNPA0",1380.52074889954,0.813580495417242,0.0650747049528273,12.5022540787086,7.25641612522961e-36,5.35422842997433e-34,1754.77832943126,1765.21128731762,960.800072221668,1041.2933066276
"174","TP53INP2",805.657517263162,-1.0879963577308,0.0873797082953024,-12.4513617515623,1.3747926499257e-35,1.00857633197135e-33,492.552176174064,538.063891369869,1048.14553333273,1143.86846817599
"175","FAM129A",410.968025152239,-1.48984043297226,0.119748978901197,-12.4413623117531,1.55823367110624e-35,1.13662016066692e-33,216.409604243475,215.225556547948,608.183210699238,604.053729118297
"176","EHF",7323.07405655447,-0.363591418005245,0.0292423108854128,-12.433744358645,1.71413132698366e-35,1.24323218119014e-33,6348.3414674681,6460.38393268293,8362.51914711452,8121.05167895234
"177","EVA1B",466.397157786218,-1.38917428410931,0.112070638298531,-12.3955239766625,2.76333543788514e-35,1.99288004884767e-33,260.474908274952,255.015155237484,689.058637653924,661.039929978514
"178","HSPA4",2771.37956058782,-0.578336467938686,0.046689065111667,-12.3869789758152,3.07407054170091e-35,2.20452305982091e-33,2276.70737495964,2170.34174670199,3389.21955891437,3249.24956177527
"179","BNIP3L",2194.13305651186,-0.644635375046215,0.0523313139307844,-12.3183487404661,7.21566382682823e-35,5.14569546086382e-33,1758.69524534517,1665.73729059378,2740.05946522476,2612.04022488375
"180","HDLBP",9582.62855568751,-0.307291636131388,0.0250130710226872,-12.2852422180655,1.08718905829562e-34,7.70998240507979e-33,8521.25057070915,8609.92657097903,10595.7592700899,10603.577810972
"181","KIAA1522",3217.87771315777,-0.512003419426141,0.0417084179601233,-12.2757813522359,1.22206285685345e-34,8.61858141863772e-33,2628.25057823298,2676.75482093246,3804.38008394842,3762.12536951722
"182","NPC1",1596.49738623503,0.750891467765104,0.0613849594386995,12.2324992087836,2.08425661417356e-34,1.46184261977612e-32,1972.16716265321,2033.79107847199,1139.80435054804,1240.2269532669
"183","MARCKSL1",2620.20762495559,0.59433775216378,0.0485912714928993,12.2313685957082,2.11347406788844e-34,1.47423478014185e-32,3099.25971688054,3205.77562169107,2017.5723177629,2158.22284348784
"184","FTH1",4491.65539518176,-0.48095763804103,0.0394199730968437,-12.2008616510076,3.07552092234271e-34,2.13364263987525e-32,3792.55383364244,3708.57145967703,5046.6266419724,5418.86964543515
"185","H2AFX",692.486289114593,1.10209868336153,0.0909668362749257,12.1153898331772,8.75468857375082e-34,6.04073511588807e-32,954.748254015332,935.055569204108,435.648966529241,444.49236670969
"186","HIST1H1C",635.227662931411,-1.16329786055749,0.0961031089384632,-12.1046849930982,9.97515706343116e-34,6.84585375885477e-32,391.691591390906,392.47013252861,913.353155074919,843.395772731207
"187","RRBP1",2507.9848396836,-0.577335191617837,0.047784861790363,-12.0819684307274,1.315326616591e-33,8.97868677047277e-32,2036.79627523271,1989.47993447683,2946.02221920269,3059.64092982218
"188","RFX6",175.017638395386,2.55887146478794,0.212393266448004,12.0477993845176,1.99197190910349e-33,1.35252773509075e-31,303.560983327952,294.804753927021,57.1519683813114,44.5528479452603
"189","MGAT1",884.639883676968,-0.976293221670669,0.0812831735845404,-12.0110125948177,3.11013298032949e-33,2.1005739414765e-31,579.70355525854,612.217234382187,1213.13140432029,1133.50734074686
"190","CANX",7563.00833245084,-0.347460728667931,0.0289377187996123,-12.0071914124961,3.25720145076887e-33,2.18832507995077e-31,6751.78380660073,6563.47516565128,8373.30253737515,8563.4718201762
"191","MKI67",669.380639549647,1.13021314094066,0.0945091388978579,11.9587709095747,5.84202049224503e-33,3.90436605149256e-31,950.831338101423,887.127188964439,431.335610424991,408.228420707734
"192","SGPP1",673.48407341936,-1.09442450500464,0.0921148481400648,-11.8810867857104,1.48424966232012e-32,9.86794111433144e-31,444.569956228678,415.077859056756,909.039798970669,925.248679421337
"193","OGDH",2900.8250358821,-0.559768244310244,0.047154591389199,-11.8709170797409,1.6762001308805e-32,1.10863702956941e-30,2275.72814598116,2413.60088414484,3360.10440521068,3553.8667081917
"194","FAM73A",820.183245952348,-0.990886818275729,0.0835127304654269,-11.8650990424261,1.79689723838178e-32,1.18233985814141e-30,563.056662624427,535.350964186491,1118.23757002679,1064.08778697168
"195","PACS1",1975.59864558094,-0.621905945765595,0.0527241541454955,-11.7954655858377,4.11916167187238e-32,2.69646660212569e-30,1575.57942636992,1537.32540391391,2396.06931591083,2393.4204361291
"196","PRKAB2",514.490207349638,-1.23484132649298,0.105463203027089,-11.7087409736246,1.14974193356223e-31,7.48798764383771e-30,300.62329639252,312.890935149537,717.095452331548,727.351145524948
"197","TOP2A",629.645199959229,1.11713296427087,0.0954515076726917,11.7036701829958,1.22057773176339e-31,7.90897195226381e-30,852.908440253697,870.849625864174,400.063778669179,394.758955049865
"198","LDHA",8228.15171441719,-0.314805558918919,0.0269517859557982,-11.6803227598798,1.60684231554849e-31,1.03592637161497e-29,7377.51112384771,7291.44395985757,9069.90954821151,9173.74222575198
"199","HPN",1425.50828867892,-0.721644030329563,0.0620172010299462,-11.6361915459729,2.69795923719342e-31,1.73062561119467e-29,1077.15187632499,1075.22347367861,1797.59115644615,1752.06664826594
"200","NCL",5912.50185930585,0.364962800187104,0.0314487974484558,11.6049842854969,3.88759028796109e-31,2.48125450129117e-29,6614.69174961392,6697.3129066979,5204.06413977752,5133.93864113407
"201","AFF4",3866.75415654539,-0.445160670487091,0.0383958728628534,-11.5939718853942,4.42143086548376e-31,2.80793855710946e-29,3297.06397053295,3252.79969286961,4507.45712894116,4409.69583383786
"202","ECH1",2821.94678506761,-0.515213946516729,0.0444529734394129,-11.5900896307632,4.62648167812753e-31,2.92361577333158e-29,2316.85576307721,2329.50014146014,3359.02606618462,3282.40516954848
"203","PLA2G4A",153.888663679824,-2.5735200510061,0.22273659419202,-11.55409626488,7.03839957409677e-31,4.42587047110075e-29,47.9822199453859,40.6939077506624,278.211468724119,248.667058299127
"204","ACADVL",4680.45354664839,-0.407725849164411,0.0353215354355518,-11.5432651535875,7.98360575895322e-31,4.96900187107735e-29,3964.89813385444,4081.14679286087,5309.74136433164,5366.02789554659
"205","MCM7",849.614016735017,0.953448463434175,0.0825991393608098,11.5430798772529,8.00082494088018e-31,4.96900187107735e-29,1154.51096562469,1086.97949147325,572.598022839176,584.36758700295
"206","ARHGAP6",939.985428766476,-0.887081812666181,0.0768509572342159,-11.5428856658565,8.01891410451966e-31,4.96900187107735e-29,650.208041708903,669.188705233114,1203.42635308573,1237.11861503816
"207","SERP1",3121.22726895052,-0.512201521649766,0.0444368099373308,-11.526514220353,9.6991812253427e-31,5.981161755628e-29,2655.66898963034,2491.37146340166,3707.3295716028,3630.53905116726
"208","CTSD",2262.05075441381,-0.568027858902458,0.0493476695290334,-11.5107332184808,1.16483789322649e-30,7.14863255145971e-29,1824.30358690314,1820.3741400463,2730.3544139902,2673.17087671562
"209","SNX25",808.476704784472,-0.949538923232158,0.0826892178420967,-11.4832253589023,1.60191042828441e-30,9.78391704165094e-29,557.181288753563,546.202672920001,1065.39895774973,1065.1238997146
"210","CHP1",2186.92086055315,-0.572352118267635,0.0499343976749545,-11.4620811488171,2.04539952823044e-30,1.2433107132315e-28,1755.75755840973,1761.59405107312,2620.36383333182,2609.96799939793
"211","GOT2",3262.26710680163,-0.473095370591981,0.041340359750194,-11.4439103445335,2.52254048047037e-30,1.5260772148438e-28,2739.88268177938,2724.68320117213,3761.24652290592,3823.25602134908
"212","NKX3-1",9862.54112933036,0.283792028013699,0.0248064231795029,11.440263917137,2.63084017710243e-30,1.58408843682607e-28,10857.6909133559,10801.0674260869,8951.29225534463,8840.11392253398
"213","FAM43A",482.310596511038,1.27428277445447,0.111570110586641,11.4213633719123,3.27062450394454e-30,1.96007144567381e-28,705.04486450363,660.145614621856,274.976451645932,289.075455272736
"214","FOLH1",3157.81004321637,-0.488525981467943,0.0428455900616947,-11.4020131538508,4.08560637848769e-30,2.43704511314932e-28,2625.31289129754,2630.63505881504,3763.40320095805,3611.88902179483
"215","DOPEY2",961.273058163759,-0.867287977023889,0.0760751328372885,-11.4004135737609,4.16137492524231e-30,2.47069539166131e-28,697.211032675812,664.667159927485,1234.69818484154,1248.5158552102
"216","RNF103",938.492582315154,-0.874258317547496,0.0768494804899398,-11.3762423893281,5.4915240639326e-30,3.24533817944906e-28,650.208041708903,674.614559599869,1203.42635308573,1225.72137486612
"217","PGK1",7525.1138214927,-0.320270671102429,0.0281962103106854,-11.3586424407204,6.71804653354729e-30,3.95188313367425e-28,6762.55532536398,6624.96818180783,8372.22419834908,8340.7075804499
"218","LAMB2",1727.77272566338,-0.636011602359328,0.056390981916139,-11.278604853967,1.67379361365528e-29,9.80090618271084e-28,1335.66832664299,1370.02822760563,2085.50767640483,2119.88667200006
"219","LRRC16A",879.496883729338,-0.890240347698331,0.0790571312350002,-11.2607216299319,2.05072497317137e-29,1.19531983025263e-27,618.872714397631,614.025852504439,1149.5094017826,1135.57956623268
"220","DHRS7",2449.40000307482,0.533457992700401,0.047541016527686,11.2210051795955,3.21594085769775e-29,1.86597659311417e-27,2916.14389790529,2878.41574156352,1998.16221529377,2004.87815753672
"221","SYT7",902.346693964002,-0.877410568633232,0.0785389896986355,-11.1716559125598,5.61246845312554e-29,3.24177193683926e-27,619.851943376108,652.006833071724,1165.68448717354,1171.84351223464
"222","SRPR",1976.29652435251,-0.597403310483713,0.0534966645821036,-11.1671132237946,5.90695284724418e-29,3.39649788716541e-27,1532.49335131692,1612.38305598736,2391.75595980658,2368.55373029919
"223","GALNT2",1422.6524967148,0.703449335920699,0.0630070583143361,11.1646116282918,6.07561463658578e-29,3.47781259354338e-27,1750.86141351735,1774.25437792888,1111.76753587042,1053.72665954255
"224","SLC16A6",678.146702909702,-1.01169454283153,0.0908437970233179,-11.1366386696919,8.32005579534123e-29,4.74131751015762e-27,439.673811336291,459.389003051922,907.961459944607,905.562537305989
"225","KIAA0319L",1678.88207634511,-0.6320832152166,0.0568917578444975,-11.1102774666284,1.11811545190142e-28,6.3434416637874e-27,1316.08374707344,1317.57830206033,2053.15750562296,2028.70875062371
"226","HSP90AA1",9518.5436765449,0.278913041350378,0.025239438920407,11.050683108683,2.17553112941682e-28,1.22879003836308e-26,10507.126939061,10365.1904586243,8607.3021060307,8594.55520246359
"227","SFPQ",1795.02787749512,0.636312930725889,0.0576906617887035,11.0297387999541,2.74661594534379e-28,1.54451773314156e-26,2260.06048232552,2109.75303960656,1411.54578511578,1398.75220293259
"228","DNAJC10",1689.95417113035,-0.642826061508114,0.0584720035320374,-10.993740981629,4.09589569399578e-28,2.29316265499369e-26,1365.04519599731,1275.07577618742,2040.21743731021,2079.47827502645
"229","IDI1",955.397689632007,-0.846728879957899,0.0771019545384938,-10.98193794212,4.66800794790981e-28,2.60205770546151e-26,707.003322460584,659.24130556073,1210.97472626816,1244.37140423855
"230","MCM2",448.143052288587,1.25023905716151,0.114033642754541,10.963773733447,5.70689228283853e-28,3.16732521697538e-26,633.56114907479,628.494797482452,265.27140041137,265.244862185736
"231","ABCC1",3824.4702813339,-0.421414968530174,0.038465845335452,-10.9555623919118,6.24889995722053e-28,3.45312588545108e-26,3243.2063767167,3296.20652780365,4344.62793600573,4413.84028480951
"232","DDX21",2743.18615934705,0.501842941920854,0.0460346535553279,10.9014167189876,1.13476505240715e-27,6.24365340257638e-26,3231.45562897497,3200.34976732431,2213.83002050627,2327.10922058267
"233","KPNA2",704.599844810877,0.973750936456571,0.0896105676066911,10.8664743730946,1.66511571671616e-27,9.12240434501365e-26,937.122132402741,930.534023898479,465.842459258991,484.900763683299
